ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_4836,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_5128,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Unassigned
ASV_7393,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_7982,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Unassigned
ASV_8000,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Unassigned,Unassigned
ASV_1098,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unassigned
ASV_2802,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_1774,Bacteria,Actinobacteria,Actinobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_3555,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum,Unassigned
ASV_1741,Bacteria,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,Unassigned
ASV_1940,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Unassigned,Unassigned,Unassigned
ASV_2444,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Unassigned,Unassigned
ASV_2767,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Unassigned
ASV_3098,Bacteria,Actinobacteria,Actinobacteria,Jiangellales,Jiangellaceae,Phytoactinopolyspora,Unassigned
ASV_3313,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned
ASV_4479,Bacteria,Firmicutes,Bacilli,Bacillales,Unassigned,Unassigned,Unassigned
ASV_7102,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Unassigned
ASV_7786,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Microbispora,Unassigned
ASV_1444,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unassigned,Unassigned,Unassigned
ASV_1585,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sulfurisoma,Unassigned
ASV_1804,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_2743,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum,Unassigned
ASV_2779,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Thermosporotrichaceae,Thermosporothrix,Unassigned
ASV_4035,Bacteria,Proteobacteria,Hydrogenophilalia,Hydrogenophilalia_incertae_sedis,Unassigned,Pelomicrobium,Unassigned
ASV_1770,Bacteria,Acidobacteria,Acidobacteria_Gp16,Unassigned,Unassigned,Gp16,Unassigned
ASV_1889,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Unassigned,Unassigned
ASV_2367,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_2849,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Unassigned
ASV_2866,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_3086,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unassigned
ASV_3144,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Unassigned,Unassigned,Unassigned
ASV_5144,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_5597,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_4402,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Thermosporotrichaceae,Thermosporothrix,Unassigned
ASV_4744,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_5009,Bacteria,Actinobacteria,Actinobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_6414,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Unassigned,Unassigned
ASV_7748,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Unassigned
ASV_1330,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,Unassigned
ASV_1476,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Unassigned
ASV_1739,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,Unassigned
ASV_5296,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned
ASV_5753,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Unassigned
ASV_6299,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_6861,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_1214,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,Unassigned
ASV_1594,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Unassigned
ASV_2151,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned
ASV_3400,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
ASV_5410,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Unassigned
ASV_5839,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_3989,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Unassigned,Unassigned
ASV_4115,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_7015,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Unassigned
ASV_7186,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Lacunisphaera,Unassigned
ASV_7765,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus,Unassigned
ASV_2841,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unassigned
ASV_3359,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
ASV_3798,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Unassigned,Unassigned
ASV_4463,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus,Unassigned
ASV_5175,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Unassigned
ASV_5254,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus,Unassigned
ASV_5973,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus,Unassigned
ASV_1438,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,Unassigned
ASV_1888,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unassigned
ASV_2347,Bacteria,Acidobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_4177,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Paraconexibacteraceae,Paraconexibacter,Unassigned
ASV_4743,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter,Unassigned
ASV_5133,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylorubrum,Unassigned
ASV_7447,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned
ASV_7946,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned
ASV_8214,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Acrocarpospora,Unassigned
ASV_2350,Bacteria,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,Unassigned
ASV_3085,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_4069,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Unassigned
ASV_5023,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Unassigned,Unassigned
ASV_8232,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Unassigned
ASV_8662,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_1253,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,Unassigned
ASV_2013,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae_2,Desulfofundulus,Unassigned
ASV_2720,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unassigned,Unassigned,Unassigned
ASV_3973,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Unassigned
ASV_4875,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Unassigned,Unassigned
ASV_2626,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Unassigned
ASV_3605,Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_4507,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,Unassigned
ASV_838,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Unassigned
ASV_2082,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Unassigned,Unassigned
ASV_2366,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_2503,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
ASV_3163,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Unassigned
ASV_3196,Bacteria,Firmicutes,Bacilli,Bacillales,Unassigned,Unassigned,Unassigned
ASV_3252,Bacteria,Acidobacteria,Acidobacteria_Gp6,Unassigned,Unassigned,Gp6,Unassigned
ASV_3437,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Unassigned
ASV_4749,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_5079,Bacteria,Actinobacteria,Actinobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_5475,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Terrimonas,Unassigned
ASV_6534,Bacteria,Verrucomicrobia,Spartobacteria,Unassigned,Unassigned,Spartobacteria_genera_incertae_sedis,Unassigned
ASV_7112,Bacteria,Actinobacteria,Actinobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_1820,Bacteria,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,Unassigned
ASV_3035,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Thermosporotrichaceae,Thermosporothrix,Unassigned
ASV_3208,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
ASV_6117,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_6366,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Sulfuritortus,Unassigned
ASV_6758,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Intestinibacter,Unassigned
ASV_1697,Bacteria,Acidobacteria,Acidobacteria_Gp4,Unassigned,Unassigned,Gp4,Unassigned
ASV_2543,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Unassigned,Unassigned
ASV_3751,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unassigned
ASV_3856,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea,Unassigned
ASV_6014,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned
ASV_6433,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned
ASV_7620,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Geminicoccaceae,Arboricoccus,Unassigned
ASV_8669,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_4182,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_4409,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unassigned,Unassigned,Unassigned
ASV_5534,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Unassigned,Unassigned
ASV_5713,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Unassigned
ASV_1361,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptacetobacter,Unassigned
ASV_1327,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unassigned
ASV_2238,Bacteria,Firmicutes,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_2687,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
ASV_3211,Bacteria,Acidobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_6442,Archaea,Thaumarchaeota,Unassigned,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Unassigned
ASV_7592,Bacteria,Acidobacteria,Acidobacteria_Gp16,Unassigned,Unassigned,Gp16,Unassigned
ASV_1332,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Unassigned
ASV_2115,Archaea,Thaumarchaeota,Unassigned,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Unassigned
ASV_2632,Bacteria,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,Unassigned
ASV_3076,Bacteria,Actinobacteria,Actinobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_1064,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Unassigned
ASV_1548,Bacteria,Candidatus_Saccharibacteria,Unassigned,Unassigned,Unassigned,Saccharibacteria_genera_incertae_sedis,Unassigned
ASV_1574,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,Unassigned
ASV_1709,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,Unassigned
ASV_1785,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_1805,Bacteria,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,Unassigned
ASV_2105,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,Stenotrophobacter,Unassigned
ASV_2401,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Unassigned
ASV_4248,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unassigned
ASV_4738,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,Unassigned
ASV_5171,Bacteria,Firmicutes,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_5942,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Aquihabitans,Unassigned
ASV_2326,Bacteria,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,Unassigned
ASV_2501,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Unassigned
ASV_7449,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,Unassigned
ASV_2450,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
ASV_2990,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Unassigned
ASV_3031,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_3169,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned,Unassigned
ASV_5730,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unassigned,Unassigned,Unassigned
ASV_5831,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Unassigned,Unassigned
ASV_6873,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Unassigned,Unassigned
ASV_8276,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Unassigned
ASV_8694,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Unassigned
ASV_2040,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,Unassigned
ASV_2208,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_6876,Bacteria,Firmicutes,Bacilli,Bacillales,Unassigned,Unassigned,Unassigned
ASV_3276,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Unassigned
ASV_3941,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned
ASV_6759,Bacteria,Candidatus_Saccharibacteria,Unassigned,Unassigned,Unassigned,Saccharibacteria_genera_incertae_sedis,Unassigned
ASV_8059,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Enteroscipio,Unassigned
ASV_2241,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
ASV_2256,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Unassigned
ASV_5194,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiales_incertae_sedis,Aciditerrimonas,Unassigned
ASV_1337,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned,Unassigned
ASV_1644,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,Unassigned
ASV_2808,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
ASV_3441,Bacteria,Acidobacteria,Acidobacteria_Gp4,Unassigned,Unassigned,Gp4,Unassigned
ASV_3572,Bacteria,Acidobacteria,Acidobacteria_Gp16,Unassigned,Unassigned,Gp16,Unassigned
ASV_3797,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Thermosporotrichaceae,Thermosporothrix,Unassigned
ASV_7979,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,Unassigned
ASV_2342,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_3985,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Skermanella,Unassigned
ASV_4578,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Unassigned
ASV_4677,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unassigned,Unassigned,Unassigned
ASV_6392,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unassigned
ASV_8023,Bacteria,Actinobacteria,Actinobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_1935,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Planotetraspora,Unassigned
ASV_2753,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,Unassigned
ASV_2928,Bacteria,Proteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_3212,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Geminicoccaceae,Arboricoccus,Unassigned
ASV_3350,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Thalassobaculaceae,Oceanibaculum,Unassigned
ASV_3803,Bacteria,Firmicutes,Bacilli,Bacillales,Unassigned,Unassigned,Unassigned
ASV_5032,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_1425,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Pseudorhodoplanes,Unassigned
ASV_1874,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_2472,Archaea,Thaumarchaeota,Unassigned,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Unassigned
ASV_4493,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Unassigned,Unassigned
ASV_5072,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Piscinibacter,Unassigned
ASV_6518,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unassigned
ASV_7295,Bacteria,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,Unassigned
ASV_2181,Bacteria,Actinobacteria,Nitriliruptoria,Egibacterales,Egibacteraceae,Egibacter,Unassigned
ASV_2214,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Unassigned
ASV_3553,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae_1,Desulfitobacterium,Unassigned
ASV_4582,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_4924,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_6262,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_1516,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Rugosimonospora,Unassigned
ASV_2545,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Geminicoccaceae,Defluviicoccus,Unassigned
ASV_5019,Bacteria,Acidobacteria,Acidobacteria_Gp6,Unassigned,Unassigned,Gp6,Unassigned
ASV_5943,Bacteria,Acidobacteria,Acidobacteria_Gp4,Unassigned,Unassigned,Gp4,Unassigned
ASV_7114,Bacteria,Actinobacteria,Nitriliruptoria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_2952,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_4320,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Unassigned,Unassigned
ASV_5842,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Rhizomicrobium,Unassigned
ASV_1918,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Unassigned
ASV_2736,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_4179,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Unassigned
ASV_4341,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Paraconexibacteraceae,Paraconexibacter,Unassigned
ASV_2243,Bacteria,Actinobacteria,Nitriliruptoria,Egibacterales,Egibacteraceae,Egibacter,Unassigned
ASV_2340,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_2886,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Unassigned
ASV_3596,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sulfuritalea,Unassigned
ASV_3696,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unassigned,Unassigned,Unassigned
ASV_4835,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unassigned
ASV_6856,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_7559,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned
ASV_7562,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Thermosporotrichaceae,Thermosporothrix,Unassigned
ASV_7830,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Tepidamorphaceae,Tepidamorphus,Unassigned
ASV_1021,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Unassigned,Unassigned
ASV_2711,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Unassigned
ASV_3083,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unassigned
ASV_3363,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Unassigned
ASV_5042,Bacteria,Acidobacteria,Acidobacteria_Gp2,Unassigned,Unassigned,Gp2,Unassigned
ASV_8430,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned
ASV_2125,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae_2,Desulfotomaculum,Unassigned
ASV_3157,Bacteria,Acidobacteria,Acidobacteria_Gp6,Unassigned,Unassigned,Gp6,Unassigned
ASV_4413,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum,Unassigned
ASV_4636,Bacteria,Acidobacteria,Acidobacteria_Gp16,Unassigned,Unassigned,Gp16,Unassigned
ASV_7964,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Terrimonas,Unassigned
