Sample,Ph,SOC,N,LAT,Altitude,NDVI,AI,K
A5784,1.128579029,51.47540472,3.335600022,4.7781,2065,0.239191301,0.41585643,0.344685048
A5785,1.128579029,51.47540472,3.335600022,4.7781,2065,0.239191301,0.41585643,0.361441825
A5786,1.128579029,51.47540472,3.335600022,4.7781,2065,0.239191301,0.41585643,0.34051093
A5787,1.128579029,51.47540472,3.335600022,4.7781,2065,0.239191301,0.41585643,0.31724872
A5788,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.327068465
A5789,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.331391301
A5790,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.262572572
A5791,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.264907472
A5792,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.303867844
A5793,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.30738197
A5794,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.364329752
A5795,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.340857651
A5796,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.345219394
A5797,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.39378048
A5798,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.361512151
A5799,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.220266164
A5800,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.232521436
A5801,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.229315065
A5802,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.169284984
A5803,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.26311032
A5804,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.418216998
A5805,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.211199761
A5806,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.143022608
A5807,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.15136767
A5808,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.13341571
A5809,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.137503735
A5810,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.164227754
A5811,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.144898554
A5812,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.161988706
A5813,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.159702762
A5814,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.176052353
A5815,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.162750923
A5816,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.152719904
A5817,0.285640496,13.8032128,0.443999979,2.0664,166,0.085065223,0.083275006,0.16721565
A5818,0.285640496,13.8032128,0.443999979,2.0664,166,0.085065223,0.083275006,0.167395818
A5819,0.285640496,13.8032128,0.443999979,2.0664,166,0.085065223,0.083275006,0.0481037
A5820,0.285640496,13.8032128,0.443999979,2.0664,166,0.085065223,0.083275006,0.039287926
A5821,0.285640496,13.8032128,0.443999979,2.0664,166,0.085065223,0.083275006,0.255044722
A5822,0.285640496,13.8032128,0.443999979,2.0664,166,0.085065223,0.083275006,0.057118331
A5823,0.285640496,13.8032128,0.443999979,2.0664,166,0.085065223,0.083275006,0.147660666
A5824,0.285640496,13.8032128,0.443999979,2.0664,166,0.085065223,0.083275006,0.053863321
A5825,0.285640496,13.8032128,0.443999979,2.0664,166,0.085065223,0.083275006,0.13258261
A5826,0.285640496,13.8032128,0.443999979,2.0664,166,0.085065223,0.083275006,0.147515867
A5827,0.285640496,13.8032128,0.443999979,2.0664,166,0.085065223,0.083275006,0.187271976
A5828,0.285640496,13.8032128,0.443999979,2.0664,166,0.085065223,0.083275006,0.172636775
A5829,0.092345041,6.615257475,0.590707217,2.5924,427,0.070113041,0.029177325,0.106524006
A5830,0.092345041,6.615257475,0.590707217,2.5924,427,0.070113041,0.029177325,0.178159451
A5831,0.092345041,6.615257475,0.590707217,2.5924,427,0.070113041,0.029177325,0.198831531
A5832,0.092345041,6.615257475,0.590707217,2.5924,427,0.070113041,0.029177325,0.152714107
A5833,0.092345041,6.615257475,0.590707217,2.5924,427,0.070113041,0.029177325,0.171803558
A5834,0.092345041,6.615257475,0.590707217,2.5924,427,0.070113041,0.029177325,0.145942324
A5835,0.058904959,1.077004847,0.262800063,1.3697,457,0.061513044,0.096317801,0.114525598
A5836,0.058904959,1.077004847,0.262800063,1.3697,457,0.061513044,0.096317801,0.112103512
A5837,0.058904959,1.077004847,0.262800063,1.3697,457,0.061513044,0.096317801,0.204319588
A5838,0.058904959,1.077004847,0.262800063,1.3697,457,0.061513044,0.096317801,0.21803838
A5839,0.058904959,1.077004847,0.262800063,1.3697,457,0.061513044,0.096317801,0.215997659
A5840,0.058904959,1.077004847,0.262800063,1.3697,457,0.061513044,0.096317801,0.237926855
A5841,0.058904959,1.077004847,0.262800063,1.3697,457,0.061513044,0.096317801,0.189042629
A5842,0.058904959,1.077004847,0.262800063,1.3697,457,0.061513044,0.096317801,0.206864976
A5843,0.058904959,1.077004847,0.262800063,1.3697,457,0.061513044,0.096317801,0.222864942
A5844,0.484896694,21.17500067,2.011799973,5.3136,748,0.127339132,0.141418434,0.295390256
A5845,0.484896694,21.17500067,2.011799973,5.3136,748,0.127339132,0.141418434,0.199519794
A5846,0.484896694,21.17500067,2.011799973,5.3136,748,0.127339132,0.141418434,0.187264828
A5847,0.484896694,21.17500067,2.011799973,5.3136,748,0.127339132,0.141418434,0.167522732
A5848,0.228055268,9.299999955,1.311600045,3.8469,1392,0.070460864,0.14972981,0.115065166
A5849,0.228055268,9.299999955,1.311600045,3.8469,1392,0.070460864,0.14972981,0.109197693
A5850,0.228055268,9.299999955,1.311600045,3.8469,1392,0.070460864,0.14972981,0.126304791
A5851,0.336208677,12.31172836,1.531254341,4.6533,798,0.069091298,0.083805447,0.17143704
A5852,0.336208677,12.31172836,1.531254341,4.6533,798,0.069091298,0.083805447,0.157175737
A5853,0.336208677,12.31172836,1.531254341,4.6533,798,0.069091298,0.083805447,0.152418127
A5854,0.336208677,12.31172836,1.531254341,4.6533,798,0.069091298,0.083805447,0.137788842
A5855,0.336208677,12.31172836,1.531254341,4.6533,798,0.069091298,0.083805447,0.199617426
A5856,0.12586906,24.13696045,1.780240011,2.9014,77,0.163069554,0.250375957,0.121998562
A5857,0.12586906,24.13696045,1.780240011,2.9014,77,0.163069554,0.250375957,0.114165671
A5858,0.12586906,24.13696045,1.780240011,2.9014,77,0.163069554,0.250375957,0.107757237
A5859,0.573282541,18.34320039,0.361999937,0.3364,724,0.241265215,0.197779599,0.213297013
A5860,0.573282541,18.34320039,0.361999937,0.3364,724,0.241265215,0.197779599,0.307892783
A5861,0.573282541,18.34320039,0.361999937,0.3364,724,0.241265215,0.197779599,0.187590211
A5862,0.573282541,18.34320039,0.361999937,0.3364,724,0.241265215,0.197779599,0.293316479
A5863,0.573282541,18.34320039,0.361999937,0.3364,724,0.241265215,0.197779599,0.283488947
A5864,0,0,0,0,0,0,0,0.033360556
A5865,0,0,0,0,0,0,0,0.02275424
A5866,0,0,0,0,0,0,0,0.185077079
A5867,0,0,0,0,0,0,0,0.020974008
A5868,0,0,0,0,0,0,0,0.026882453
A5869,0.338930268,29.41308787,1.816800014,1.8925,1517,0.264217384,0.259149645,0.041597031
A5870,0,0,0,0,0,0,0,0.006204371
A5871,0,0,0,0,0,0,0,0.297873292
A5872,0,0,0,0,0,0,0,0.493631153
A5873,0,0,0,0,0,0,0,0.314996212
A5874,0.338930268,29.41308787,1.816800014,1.8925,1517,0.264217384,0.259149645,0.494790401
A5875,0.338930268,29.41308787,1.816800014,1.8925,1517,0.264217384,0.259149645,0.258553433
A5876,0.338930268,29.41308787,1.816800014,1.8925,1517,0.264217384,0.259149645,0.252068283
A5877,0.338930268,29.41308787,1.816800014,1.8925,1517,0.264217384,0.259149645,0.184036671
A5878,0.338930268,29.41308787,1.816800014,1.8925,1517,0.264217384,0.259149645,0.170719374
A5879,0.338930268,29.41308787,1.816800014,1.8925,1517,0.264217384,0.259149645,0.132010331
A5880,0.338930268,29.41308787,1.816800014,1.8925,1517,0.264217384,0.259149645,0.130225779
A5881,0.338930268,29.41308787,1.816800014,1.8925,1517,0.264217384,0.259149645,0.16920353
A5882,0.138863636,10.44320029,0.53639995,2.0864,237,0.139995642,0.138589012,0.044604413
A5883,0.138863636,10.44320029,0.53639995,2.0864,237,0.139995642,0.138589012,0.044717101
A5884,0.138863636,10.44320029,0.53639995,2.0864,237,0.139995642,0.138589012,0.025807079
A5885,0.023884298,0.675000071,0.063200015,0.0136,4,0.013243481,0.002977511,0.581820598
A5886,0.023884298,0.675000071,0.063200015,0.0136,4,0.013243481,0.002977511,0.489612824
A5887,0.023884298,0.675000071,0.063200015,0.0136,4,0.013243481,0.002977511,0.573432742
A5888,0.257980888,42.9571651,2.261398372,3.2197,783,0.23244784,0.272929349,0.383103949
A5889,0.257980888,42.9571651,2.261398372,3.2197,783,0.23244784,0.272929349,0.41906825
A5890,0.257980888,42.9571651,2.261398372,3.2197,783,0.23244784,0.272929349,0.239987854
A5891,0.320754132,48.43541187,2.662998469,2.0031,1113,0.265860863,0.310797254,0.539190403
A5892,0.320754132,48.43541187,2.662998469,2.0031,1113,0.265860863,0.310797254,0.60712694
A5893,0.320754132,48.43541187,2.662998469,2.0031,1113,0.265860863,0.310797254,0.337883043
A5894,2.149628099,29.91488006,1.937199925,7.8664,1369,0.458691307,0.960769378,0.645713151
A5895,2.149628099,29.91488006,1.937199925,7.8664,1369,0.458691307,0.960769378,0.216867786
A5896,2.149628099,29.91488006,1.937199925,7.8664,1369,0.458691307,0.960769378,0.224635786
A5897,2.149628099,29.91488006,1.937199925,7.8664,1369,0.458691307,0.960769378,0.203131908
A5898,0.092231405,6.605839885,0.589680018,2.5925,427,0.1328739,0.029178176,0.172140011
A5899,0.092231405,6.605839885,0.589680018,2.5925,427,0.1328739,0.029178176,0.172409954
A5900,0.092231405,6.605839885,0.589680018,2.5925,427,0.1328739,0.029178176,0.245656678
A5901,0.092231405,6.605839885,0.589680018,2.5925,427,0.1328739,0.029178176,0.191119491
A5902,0.092231405,6.605839885,0.589680018,2.5925,427,0.1328739,0.029178176,0.228963396
A5903,0.092231405,6.605839885,0.589680018,2.5925,427,0.1328739,0.029178176,0.180125695
A5904,0.092231405,6.605839885,0.589680018,2.5925,427,0.1328739,0.029178176,0.343143314
A5905,0.092231405,6.605839885,0.589680018,2.5925,427,0.1328739,0.029178176,0.03248811
A5906,0.092231405,6.605839885,0.589680018,2.5925,427,0.1328739,0.029178176,0.23084025
A5907,0.189712086,2.509131626,0.210742233,0.652383,22,0.049465217,0.055269234,0.237666342
A5908,0.17946095,7.266909195,0.379675244,0.575838,306,0.020273916,0.040603077,0.42465846
A5909,0.639878581,15.16698438,0.303195953,0.419133,1307,0.065791302,0.042993306,0.403727682
A5910,0.663924586,22.03822041,1.009489027,0.290082,1699,0.046899997,0.069850117,0.286602331
A5911,0.823001859,30.43618148,1.63421951,0.177182,2363,0.01998695,0.14511299,0.094363058
A5912,0.561023234,13.80534298,0.63966927,0.123062,1537,0.021530427,0.072487007,0.107050302
A5913,0.764803343,21.10024124,0.878639981,0.07322,1554,0.062547825,0.117366814,0.346205196
A5914,0.637837804,56.93528977,2.35614792,0.752507,1485,0.233934768,0.224117792,0.302694501
A5915,0.546884899,40.21627096,2.086800021,0.824678,1379,0.182060875,0.228470064,0.243664443
A5916,0.52440473,29.24408447,1.716313369,0.897163,1275,0.161026098,0.230853003,0.071245931
A5917,0.729123897,50.31670417,2.198373293,0.954328,1222,0.167673923,0.229050768,0.742189439
A5918,0.60987927,31.50803964,1.635228032,0.963542,971,0.134786971,0.208317247,0.701265087
A5919,0.613942067,44.54554658,2.051803971,1.104317,1178,0.209517397,0.235473736,0.704918063
A5920,1.336629648,65.64240009,2.736400116,5.5364,1727,0.365595646,0.599305749,0.733960908
A5921,1.336629648,65.64240009,2.736400116,5.5364,1727,0.365595646,0.599305749,0.681164726
A5922,1.336629648,65.64240009,2.736400116,5.5364,1727,0.365595646,0.599305749,0.346198146
A5923,1.336629648,65.64240009,2.736400116,5.5364,1727,0.365595646,0.599305749,0.29502395
A5924,1.336629648,65.64240009,2.736400116,5.5364,1727,0.365595646,0.599305749,0.295968044
A5925,1.336629648,65.64240009,2.736400116,5.5364,1727,0.365595646,0.599305749,0.314215551
A5926,1.336629648,65.64240009,2.736400116,5.5364,1727,0.365595646,0.599305749,0.209717333
A5927,1.336629648,65.64240009,2.736400116,5.5364,1727,0.365595646,0.599305749,0.192903657
A5928,1.336629648,65.64240009,2.736400116,5.5364,1727,0.365595646,0.599305749,0.206611724
A5929,1.336629648,65.64240009,2.736400116,5.5364,1727,0.365595646,0.599305749,0.277386326
A5930,1.336629648,65.64240009,2.736400116,5.5364,1727,0.365595646,0.599305749,0.349929011
A5931,1.336629648,65.64240009,2.736400116,5.5364,1727,0.365595646,0.599305749,0.328495983
A5932,1.336629648,65.64240009,2.736400116,5.5364,1727,0.365595646,0.599305749,0.318912478
A5933,1.336629648,65.64240009,2.736400116,5.5364,1727,0.365595646,0.599305749,0.552767594
A5934,1.336629648,65.64240009,2.736400116,5.5364,1727,0.365595646,0.599305749,0.559982696
A5935,1.336629648,65.64240009,2.736400116,5.5364,1727,0.365595646,0.599305749,0.346957252
A5936,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.685215297
A5937,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.638478789
A5938,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.618519206
A5939,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.427584024
A5940,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.632155578
A5941,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.546902229
A5942,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.646100721
A5943,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.621915449
A5944,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.538939149
A5945,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.572022556
A5946,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.520788273
A5947,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.671936489
A5948,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.526825767
A5949,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.606870985
A5950,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.571847141
A5951,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.554175305
A5952,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.581387116
A5953,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.561994546
A5954,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.565831057
A5955,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.57758325
A5956,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.584576216
A5957,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.335288475
A5958,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.184328219
A5959,2.887970041,88.13500224,6.286800068,9.3564,2510,0.033108696,1.000049414,0.221963158
A5960,0.022541323,1.874000118,0.063200015,1.4864,282,0.109943472,0.091661768,0.368155441
A5961,0.022541323,1.874000118,0.063200015,1.4864,282,0.109943472,0.091661768,0.175091073
A5962,0.022541323,1.874000118,0.063200015,1.4864,282,0.109943472,0.091661768,0.159335096
A5963,0.022541323,1.874000118,0.063200015,1.4864,282,0.109943472,0.091661768,0.139374127
A5964,0.022541323,1.874000118,0.063200015,1.4864,282,0.109943472,0.091661768,0.285584483
A5965,1.990838843,68.07399587,4.313329687,10.5036,680,0.443395622,0.496639915,0.326382695
A5966,1.990838843,68.07399587,4.313329687,10.5036,680,0.443395622,0.496639915,0.104678274
A5967,1.990838843,68.07399587,4.313329687,10.5036,680,0.443395622,0.496639915,0.11491931
A5968,1.990838843,68.07399587,4.313329687,10.5036,680,0.443395622,0.496639915,0.16703686
A5969,1.990838843,68.07399587,4.313329687,10.5036,680,0.443395622,0.496639915,0.12871626
A5970,1.990838843,68.07399587,4.313329687,10.5036,680,0.443395622,0.496639915,0.128155906
A5971,1.990838843,68.07399587,4.313329687,10.5036,680,0.443395622,0.496639915,0.304077715
A5972,1.990838843,68.07399587,4.313329687,10.5036,680,0.443395622,0.496639915,0.122340496
A5973,1.990838843,68.07399587,4.313329687,10.5036,680,0.443395622,0.496639915,0.116832793
A5974,1.990838843,68.07399587,4.313329687,10.5036,680,0.443395622,0.496639915,0.137563268
A5975,0.092572314,6.633401475,0.592675215,2.5922,427,0.070113041,0.029176082,0.123701309
A5976,0.092572314,6.633401475,0.592675215,2.5922,427,0.070113041,0.029176082,0.113701203
A5977,0.092572314,6.633401475,0.592675215,2.5922,427,0.070113041,0.029176082,0.128525986
A5978,0.092572314,6.633401475,0.592675215,2.5922,427,0.070113041,0.029176082,0.091408204
A5979,0.223132748,24.52200036,1.116799992,2.2714,1439,0.089747824,0.242497525,0.091371232
A5980,0.223132748,24.52200036,1.116799992,2.2714,1439,0.089747824,0.242497525,0.094541265
A5981,0.223132748,24.52200036,1.116799992,2.2714,1439,0.089747824,0.242497525,0.113376378
A5982,0.223132748,24.52200036,1.116799992,2.2714,1439,0.089747824,0.242497525,0.135933457
A5983,0.223132748,24.52200036,1.116799992,2.2714,1439,0.089747824,0.242497525,0.126227804
A5984,0.223132748,24.52200036,1.116799992,2.2714,1439,0.089747824,0.242497525,0.125565388
A5985,0.223132748,24.52200036,1.116799992,2.2714,1439,0.089747824,0.242497525,0.227961085
A5986,0.223132748,24.52200036,1.116799992,2.2714,1439,0.089747824,0.242497525,0.35770692
A5987,0.223132748,24.52200036,1.116799992,2.2714,1439,0.089747824,0.242497525,0.234758995
A5988,0.729008264,26.10300007,3.105799874,3.2436,455,0.216152169,0.227781345,0.220224095
A5989,0.729008264,26.10300007,3.105799874,3.2436,455,0.216152169,0.227781345,0.215426173
A5990,0.729008264,26.10300007,3.105799874,3.2436,455,0.216152169,0.227781345,0.159612342
A5991,0.374049586,19.3000002,1.786800068,5.0386,830,0.115547829,0.087139625,0.196919884
A5992,0.374049586,19.3000002,1.786800068,5.0386,830,0.115547829,0.087139625,0.160426607
A5993,0.374049586,19.3000002,1.786800068,5.0386,830,0.115547829,0.087139625,0.210082633
A5994,0.374049586,19.3000002,1.786800068,5.0386,830,0.115547829,0.087139625,0.196586992
A5995,0.374049586,19.3000002,1.786800068,5.0386,830,0.115547829,0.087139625,0.187425677
A5996,0.374049586,19.3000002,1.786800068,5.0386,830,0.115547829,0.087139625,0.218574719
A5997,0.374049586,19.3000002,1.786800068,5.0386,830,0.115547829,0.087139625,0.180511482
A5998,0.374049586,19.3000002,1.786800068,5.0386,830,0.115547829,0.087139625,0.225312405
A5999,0.334208677,16.14404463,1.573849602,3.0525,1340,0.143895663,0.103770531,0.173147685
A6000,0.334208677,16.14404463,1.573849602,3.0525,1340,0.143895663,0.103770531,0.261037605
A6001,0.334208677,16.14404463,1.573849602,3.0525,1340,0.143895663,0.103770531,0.166577054
A6002,0.334208677,16.14404463,1.573849602,3.0525,1340,0.143895663,0.103770531,0.109986022
A6003,0.38768595,19.71851998,1.676799935,4.9686,757,0.116456516,0.090427032,0.172887253
A6004,0.38768595,19.71851998,1.676799935,4.9686,757,0.116456516,0.090427032,0.163559283
A6005,0.38768595,19.71851998,1.676799935,4.9686,757,0.116456516,0.090427032,0.224567462
A6006,0.38768595,19.71851998,1.676799935,4.9686,757,0.116456516,0.090427032,0.410712317
A6007,0.38768595,19.71851998,1.676799935,4.9686,757,0.116456516,0.090427032,0.479587056
A6008,0.38768595,19.71851998,1.676799935,4.9686,757,0.116456516,0.090427032,0.459097417
A6009,0.200227531,10.62688904,3.080163193,6.9834,1735,0.218052186,0.248440694,0.591263247
A6010,0.200227531,10.62688904,3.080163193,6.9834,1735,0.218052186,0.248440694,0.537445089
A6011,0.200227531,10.62688904,3.080163193,6.9834,1735,0.218052186,0.248440694,0.621966514
A6012,1.453698347,71.00899706,3.787800067,5.5664,1584,0.371656515,0.561061412,0.693713502
A6013,1.453698347,71.00899706,3.787800067,5.5664,1584,0.371656515,0.561061412,0.567354795
A6014,1.453698347,71.00899706,3.787800067,5.5664,1584,0.371656515,0.561061412,0.633099412
A6015,1.453698347,71.00899706,3.787800067,5.5664,1584,0.371656515,0.561061412,0.516377964
A6016,1.453698347,71.00899706,3.787800067,5.5664,1584,0.371656515,0.561061412,0.550876064
A6017,1.453698347,71.00899706,3.787800067,5.5664,1584,0.371656515,0.561061412,0.526371855
A6018,1.453698347,71.00899706,3.787800067,5.5664,1584,0.371656515,0.561061412,0.391617058
A6019,1.453698347,71.00899706,3.787800067,5.5664,1584,0.371656515,0.561061412,0.615979196
A6020,1.453698347,71.00899706,3.787800067,5.5664,1584,0.371656515,0.561061412,0.542222491
A6021,1.453698347,71.00899706,3.787800067,5.5664,1584,0.371656515,0.561061412,0.548501153
A6022,1.453698347,71.00899706,3.787800067,5.5664,1584,0.371656515,0.561061412,0.545814754
A6023,1.453698347,71.00899706,3.787800067,5.5664,1584,0.371656515,0.561061412,0.491498177
A6024,1.453698347,71.00899706,3.787800067,5.5664,1584,0.371656515,0.561061412,0.48664767
A6025,0.95414579,38.87404701,2.670992103,4.3055,1747,0.275317379,0.442359279,0.479206417
A6026,0.95414579,38.87404701,2.670992103,4.3055,1747,0.275317379,0.442359279,0.487404488
A6027,0.95414579,38.87404701,2.670992103,4.3055,1747,0.275317379,0.442359279,0.421632241
A6028,0.95414579,38.87404701,2.670992103,4.3055,1747,0.275317379,0.442359279,0.491886193
A6029,0.95414579,38.87404701,2.670992103,4.3055,1747,0.275317379,0.442359279,0.482677173
A6030,0.95414579,38.87404701,2.670992103,4.3055,1747,0.275317379,0.442359279,0.19862475
A6031,0.95414579,38.87404701,2.670992103,4.3055,1747,0.275317379,0.442359279,0.198073415
A6032,0.95414579,38.87404701,2.670992103,4.3055,1747,0.275317379,0.442359279,0.169467044
A6033,0.95414579,38.87404701,2.670992103,4.3055,1747,0.275317379,0.442359279,0.487498748
A6034,0.95414579,38.87404701,2.670992103,4.3055,1747,0.275317379,0.442359279,0.527185169
A6035,0.95414579,38.87404701,2.670992103,4.3055,1747,0.275317379,0.442359279,0.493882094
A6036,0.95414579,38.87404701,2.670992103,4.3055,1747,0.275317379,0.442359279,0.54523774
A6037,1.128579029,51.47540472,3.335600022,4.7781,2065,0.239191301,0.41585643,0.531049331
A6038,1.128579029,51.47540472,3.335600022,4.7781,2065,0.239191301,0.41585643,0.519829555
A6039,1.128579029,51.47540472,3.335600022,4.7781,2065,0.239191301,0.41585643,0.539370212
A6040,1.128579029,51.47540472,3.335600022,4.7781,2065,0.239191301,0.41585643,0.566503966
A6041,1.128579029,51.47540472,3.335600022,4.7781,2065,0.239191301,0.41585643,0.56605604
A6042,1.128579029,51.47540472,3.335600022,4.7781,2065,0.239191301,0.41585643,0.565273946
A6043,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.544875343
A6044,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.513781793
A6045,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.498003662
A6046,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.446603498
A6047,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.498613717
A6048,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.52016755
A6049,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.556729007
A6050,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.537485104
A6051,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.508412918
A6052,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.536391428
A6053,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.534954158
A6054,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.459807025
A6055,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.460374268
A6056,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.473817479
A6057,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.385698792
A6058,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.470031436
A6059,0.957098269,63.09043286,3.03639983,4.5697,1736,0.328226097,0.440080072,0.537868205
A6060,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.357372458
A6061,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.347900613
A6062,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.177991047
A6063,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.177070116
A6064,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.167169487
A6065,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.20212044
A6066,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.177682743
A6067,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.192369987
A6068,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.194711817
A6069,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.209754016
A6070,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.178153766
A6071,0.464617768,36.0752003,2.062399985,1.5697,1247,0.302052178,0.300476977,0.178818318
A6072,0.285640496,13.8032128,0.443999979,2.0664,166,0.085065223,0.083275006,0.195269379
A6073,0.285640496,13.8032128,0.443999979,2.0664,166,0.085065223,0.083275006,0.196355012
A6074,0.285640496,13.8032128,0.443999979,2.0664,166,0.085065223,0.083275006,0.08331034
A6075,0.285640496,13.8032128,0.443999979,2.0664,166,0.085065223,0.083275006,0.065458775
A6076,0.285640496,13.8032128,0.443999979,2.0664,166,0.085065223,0.083275006,0.180654651
A6077,0.285640496,13.8032128,0.443999979,2.0664,166,0.085065223,0.083275006,0.081701282
A6078,0.285640496,13.8032128,0.443999979,2.0664,166,0.085065223,0.083275006,0.262086528
A6079,0.285640496,13.8032128,0.443999979,2.0664,166,0.085065223,0.083275006,0.076999529
A6080,0.285640496,13.8032128,0.443999979,2.0664,166,0.085065223,0.083275006,0.148615191
